id	whg_pid	title	ccodes	lon	lat	added	matches
amh_1145p	6600233	Westpunt 	BQ;AW;CW;SX	-69.154454	12.370353	[]	wd:Q3461992
amh_466p	6600234	Wetar	ID	126.3666667	-7.716666667	[]	wd:Q615657
amh_997p	6600235	White Hook	BQ;AW;CW;SX	-62.96666667	17.46666667	[]	
amh_9913p	6600236	Wia-Wia kust	SR	-54.480711	5.893923	[]	
amh_1123p	6600237	Wiapoco, post aan de	GF			[]	
amh_973p	6600238	Willemstad	BQ;AW;CW;SX	-68.933385	12.105711	[]	
amh_969p	6600239	Wilmington	US	-75.546667	39.745833	[]	wd:Q174224
amh_1073p	6600240	Wironje Kreek, post aan de	GY			[]	
amh_836p	6600241	Witteboomen	ZA			[]	
amh_450p	6600242	Wokam	ID	134.384708	-5.772793	[]	wd:Q24825933
amh_427p	6600243	Worcester	ZA	19.442611	-33.643849	[]	wd:Q1025649
amh_426p	6600244	Wynberg	ZA	18.466802	-34.007775	[]	wd:Q667463
amh_797p	6600245	Yala	LK	81.5	6.366666667	[]	
amh_946p	6600246	Yonkers	US	-73.899243	40.932579	[]	wd:Q128114
amh_369p	6600247	Zaane	ID			[]	
amh_1087p	6600248	Zandpunt	SR			[]	
amh_999p	6600249	Zeelandia Baai	BQ;AW;CW;SX	-62.981606	17.507417	[]	
amh_1094p	6600250	Zeven Provincien	SR			[]	
amh_1147p	6600251	Zuidkant	BQ;AW;CW;SX	-63.06666667	18.01666667	[]	
amh_747p	6600252	onbekend China	CN			[]	
amh_1187p	6600253	onbekend Indonesië	ID			[]	
amh_678p	6600254	onbekend Zuid-Afrika	ZA			[]	
amh_1190p	6600255	Xiamen	CN	118.0908368	24.43683577	[]	
amh_1191p	6600256	Tonga		-175.25987	-21.1781954	[]	
amh_1811p	6600257	Osaka	JP	135.5048292	34.68516855	[]	
amh_1812p	6600258	Edo	JP	139.7632568	35.67972088	[]	
amh_1858p	6600259	Dabul	IN	73.17203907	17.58545792	[]	
amh_2027p	6600260	Matanzas 	CU	-81.5326945	23.05114238	[]	
amh_2218p	6600261	Mexico City	MX	-99.1333494	19.43060799	[]	
amh_2387p	6600262	Rio de Janeiro	BR	-43.178696	-22.916442	[]	
