id	title	title_source	start	end	geowkt	description	variants	types	parent_name	ccodes
724_13	Armes	Croniken	1480	1491	POINT(25.82195253140237057 57.80737608445735276)	Armes een slot,	Ermes;Ērģeme	castle	In des meysters gebiede	LV
724_14	Tricaten	Croniken	1480	1491	POINT(25.70959757711204929 57.54399900117940803)	Tricaten een slot, 	Trikaten;Trikāta	castle	In des meysters gebiede	LV
724_15	Aries	Croniken	1480	1491	POINT(25.27915654874155038 57.25312737176837885)	Aries een slot	Arrasch;Āraiši	castle	In des meysters gebiede	LV
725_1	Rosseyten	Croniken	1480	1491	POINT(27.34181399839340898 56.50761000176984084)	Item een voicht the Rosseyten 	Rositten;Rēzekne		Opter dune die ryuier die sloten gelegen	LV
725_2	Ludsen	Croniken	1480	1491	POINT(27.71431999421253067 56.5459589987896365)	ende ludsen opte Ruyssche grenss	Ludsen;Ludza		Opter dune die ryuier die sloten gelegen	LV
725_3	Dunenborch	Croniken	1480	1491	POINT(26.53618674266094146 55.87474044303812803)	Een commenduer tot dunenborch slot	Dünaburg;Daugavpils	castle	Opter dune die ryuier die sloten gelegen	LV
725_4	Seelborch	Croniken	1480	1491	POINT(25.61312506374869002 56.52801495534652076)	Een voicht tot seelborch slot	Selburg;Sēlpils	castle	Opter dune die ryuier die sloten gelegen	LV
725_5	Asscenrode	Croniken	1480	1491	POINT(25.24315690108382881 56.59304949214786973)	Een commenduer van asscenrode een slot, 	Ascheraden;Aizkraukle	castle	Opter dune die ryuier die sloten gelegen	LV
725_6	Alchenae	Croniken	1480	1491	POINT(25.45101433985739092 56.61871406796414163)	Alchenae een slot	Altona;Alteni	castle	Opter dune die ryuier die sloten gelegen	LV
725_7	Dunemonde	Croniken	1480	1491	POINT(24.01318408083423961 57.04089138349865351)	Een commenduer tot dunemunde opter salter zee slot	Dünamünde;Daugavgrīva	castle	Opter dune die ryuier die sloten gelegen	LV
725_8	Soenenborch	Croniken	1480	1491	POINT(23.04859177006854054 58.56460365461971662)	Een voicht van soenenborch ander salter zee slot	Soneburg;Maasi	castle	Opter dune die ryuier die sloten gelegen	EE
725_9	Parnauwe	Croniken	1480	1491	POINT(24.49657687603754042 58.38580801867762204)	Een commenduer te parnauwe ander salter zee een stadt ende slot	Pernau;Pärnu	town;castle	Opter dune die ryuier die sloten gelegen	EE
725_10	Lehael	Croniken	1480	1491	POINT(23.83326931436181084 58.68662896230065229)	Een commenduer te lehael . heeft die bisscop van oesel halff ende is oick vander oirden	Leal;Lihula		Opter dune die ryuier die sloten gelegen	EE
725_11	Reuel	Croniken	1480	1491	POINT(24.75353800434588081 59.43693118289297672)	Een commenduer the Reuel . een grote stadt end is ghelegen ander salter zee	Reval;Tallinn	town	Opter dune die ryuier die sloten gelegen	EE
725_12	Nywen Slote	Croniken	1480	1491	POINT(27.7333238203569401 58.99739202552598272)	Een voicht vanden nywen slote gelegen aen rǔyslant die onkristen zijn een slot	Neuschloß;Vasknarva	castle	Opter dune die ryuier die sloten gelegen	EE
725_13	Narwe	Croniken	1480	1491	POINT(28.19207099138505157 59.37672299501065254)	Een voicht van narwe gelegen aen ruyslant stadt ende slot	Narwa;Narva	town;castle	Opter dune die ryuier die sloten gelegen	EE
725_14	Karcs	Croniken	1480	1491	POINT(25.5856485906377209 58.11620428920939219)	Een voicht van karcs 	Karkus;Karkski		Opter dune die ryuier die sloten gelegen	EE
725_15	Helm 	Croniken	1480	1491	POINT(25.88254900036438855 58.01485653432740719)	helm 	Helmat;Helme		Opter dune die ryuier die sloten gelegen	EE
725_16	Royen	Croniken	1480	1491	POINT(25.33933663688000948 57.89389114065389919)	ende royen Ende dese voicht geeft alle iair in des meysters camer twedusent marck aen gelde ende twe rijnsgulden sijn drie marck	Rujen;Rūjiena		Opter dune die ryuier die sloten gelegen	LV
725_17	Valyen	Croniken	1480	1491	POINT(25.59782747865778063 58.3680754691649426)	Een commenduer van valyen ende is een stadt ende een slot ende is die meeste commenduer in lieflant. Ende Tauses ende valyen plegen tsestich off seuentich heren the houden ende somtijt hondert heren off the riden	Fellin;Viljandi	town;castle	Opter dune die ryuier die sloten gelegen	EE
725_18	Ouerpoel	Croniken	1480	1491	POINT(25.97687432824616849 58.65522068762761876)	Een voicht van ouerpoel 	Oberpahlen;Põltsamaa		Opter dune die ryuier die sloten gelegen	EE
725_19	Lagges	Croniken	1480	1491	POINT(26.49429166676710068 58.78639789166039265)	ende van lagges	Lais;Laiuse		Opter dune die ryuier die sloten gelegen	EE
725_20	Wesenbergen	Croniken	1480	1491	POINT(26.36253087942048978 59.34795630416387269)	Een voicht van wesenbergen ende lecht in wyerlant	Wesenberg;Rakvere		Opter dune die ryuier die sloten gelegen	EE
725_21	Ter Wyst	Croniken	1480	1491	POINT(25.89246688830663956 58.22767983742893705)	Noch ter wyst een slot	Tarwast;Tarvastu	castle	Opter dune die ryuier die sloten gelegen	EE
725_22	Lagis	Croniken	1480	1491	POINT(26.49429847716952935 58.7863985969638918)	Noch lagis een slot	Lais;Laiuse	castle	Opter dune die ryuier die sloten gelegen	EE
725_23	Wittesteyn 	Croniken	1480	1491	POINT(25.5704075631027905 58.88705956808350805)	Een voicht van wittesteyn 	Weißenstein;Paide		Opter dune die ryuier die sloten gelegen	EE
725_24	Yerwen	Croniken	1480	1491	POINT(25.50006200352984109 58.88667098542155998)	ende yerwen ende hier toe behoren Iairlicx dertichdusent marck	Jerwen;Järvamaa		Opter dune die ryuier die sloten gelegen	EE
725_25	Marienborch	Croniken	1480	1491	POINT(27.0513489944660499 57.42078799794136756)	Een commenduer van Marienborch ende is gelegen harde	Marienburg;Alūksne		Opter dune die ryuier die sloten gelegen	LV
725_26	Plescouwe	Croniken	1480	1491	POINT(28.35105465310276074 57.8123003995413427)	voir plescouwe dat een heidensche stadt is	Pleskau;Псков;Pskov	town	Opter dune die ryuier die sloten gelegen	RU
725_27	Atsel	Croniken	1480	1491	POINT(26.40308799934258133 57.51734000052682916)	Noch een slot ende heet atsel	Adsel;Gaujiena	castle	Opter dune die ryuier die sloten gelegen	LV
726_1	Seechwolt	Croniken	1480	1491	POINT(24.86033199950052008 57.14956299919334981)	Seechwolt	Segewold;Sigulda		Onder den lantmaerscalck ende die meeste syn naest den meyster	LV
726_2	Leeuenberch	Croniken	1480	1491	POINT(24.94997391115661856 56.99929945256356945)	leeuenberch	Lemberg;Mālpils		Onder den lantmaerscalck ende die meeste syn naest den meyster	LV
726_3	Myttouwe	Croniken	1480	1491	POINT(25.19047500008822027 57.06427299936107289)	Myttouwe op dese set die maerscalck sijn amptluden offte drossaten	Nietau;Nītaure		Onder den lantmaerscalck ende die meeste syn naest den meyster	LV
726_4	Ioriens Borch	Croniken	1480	1491	POINT(25.26142136937546923 56.99620416136043133)	Ioriens borch	Jurgensburg;Zaube	castle	Onder den lantmaerscalck ende die meeste syn naest den meyster	LV
726_5	Scoyn	Croniken	1480	1491	POINT(25.46915105524277934 57.09255997582560838)	Scoyn	Schujen;Skujene		Onder den lantmaerscalck ende die meeste syn naest den meyster	LV
726_7	Pilten	Croniken	1480	1491	POINT(21.75088801335450839 57.2236013477533092)	Pilten ende	Pilten;Piltene		Die bisscop van Coerlant een slot geheten	LV
726_8	Nyehuis	Croniken	1480	1491	POINT(21.8078326316925093 56.69240716011017867)	Nyehuis gelegen voirt lant van sameyten	Neuhaußen;Valtaiķi		Die bisscop van Coerlant een slot geheten	LV
726_9	Amboten	Croniken	1480	1491	POINT(21.81918699983135923 56.50584799962234683)	Amboten een slot	Amboten;Embūte	castle	Die bisscop van Coerlant een slot geheten	LV
726_10	Doen Danghen	Croniken	1480	1491	POINT(22.36026543607056993 57.50010584529187696)	Doen danghen een slot	Dondangen;Dundaga	castle	Die bisscop van Coerlant een slot geheten	LV
726_11	Edualen	Croniken	1480	1491	POINT(21.69193790846476944 57.01954065681287176)	Edualen slot	Edwahlen;Ēdole	castle	Die bisscop van Coerlant een slot geheten	LV
726_12	Vegevier	Croniken	1480	1491	POINT(25.24952099992760068 59.28594700024107311)	dat vegevier	Fegefeuer;Kiviloo		Die bisscop the Reuel een stadt twe slot 	EE
726_13	Borch Holm	Croniken	1480	1491	POINT(26.1956999994024109 59.18500000023956176)	ende borch holm	Borkholm;Porkuni	castle	Die bisscop the Reuel een stadt twe slot 	EE
726_14	Aernsborch	Croniken	1480	1491	POINT(22.48507582213796852 58.2529318600559165)	een slot geheten Aernsborch ende leyt opten lande the oessel	Arensburg;Kuressaare	castle	Die bisscop van oessel 	EE
726_15	Hoepsel	Croniken	1480	1491	POINT(23.53705300203396078 58.94824899876761037)	Hoepsel dese II leggen inden wijck	Hapsal;Haapsalu		Die bisscop van oessel 	EE
726_16	Leden	Croniken	1480	1491	POINT(24.09940000022228901 58.90459999899272958)	leden	Lohde;Koluvere		Die bisscop van oessel 	EE
726_17	Derp	Croniken	1480	1491	POINT(26.72496656462237041 58.38069473785810715)	ende is een stadt ende slot ende lecht voir die heydenisse	Dorpat;Tartu	castle	Die bisscop van derp	EE
726_18	Kyerenpeel	Croniken	1480	1491	POINT(26.9928968844634305 57.8627990654684865)	kyerenpeel een slot	Kirrumpäh;Kirumpää	castle	Die bisscop van derp	EE
726_19	Nyenhuys	Croniken	1480	1491	POINT(27.28275854300596137 57.73183918565877093)	Nyenhuys een slot	Neuhausen;Vastseliina	castle	Die bisscop van derp	EE
726_20	Olden Toirn	Croniken	1480	1491	POINT(26.9093999985510699 58.35509999922005164)	Den olden toirn een slot	Oldentorn;Vana-Kastre	castle	Die bisscop van derp	EE
726_21	Weerdenbeeck	Croniken	1480	1491	POINT(27.10549499590236167 58.38221799453174299)	Weerdenbeeck slot	Warbeck;Uue-Kastre	castle	Die bisscop van derp	EE
