id	title	name_src	type	aat_types	ccodes	geowkt
43	Arvalli Range	ne_mountains	mountain_range_5	300386831;300008795	IN	MULTIPOLYGON(((72.6565047535212 24.6272036804629,72.4564315113337 24.5999820007753,72.3530379566462 24.6046817078066,72.3081160816462 24.6183535828066,72.2707625660212 24.6423403992128,72.2226668628962 24.7008731140565,72.1302596363337 24.8719546570253,72.1059676441462 24.9444033874941,72.0988875660212 25.0020205749941,72.1095076832087 25.1149966492129,72.1480819019588 25.2221133484316,72.2072860035213 25.3197695984316,72.5028182300838 25.6223819031191,72.5500594410213 25.6948306335879,72.5697127613337 25.7456118835878,72.6020613941462 26.0111758484316,72.6316024097712 26.0820376648379,72.6550399097713 26.1131045593691,72.6855574878963 26.1413638367129,73.0669051441462 26.355292059369,73.5693465503963 26.8222720398379,74.0546981128962 27.100409246869,74.1357528003962 27.110419012494,74.1770125660213 27.0995547546815,74.4614363941462 26.9431216492129,74.4965926441463 26.9127871765566,74.5169783863338 26.880194403119,74.5247908863337 26.845770574994,74.5114852222712 26.7744204773379,74.4372664722713 26.6366641296816,74.4365340503962 26.6035830749941,74.4701033863337 26.4775454773379,74.4637557300837 26.4497134460878,74.1256209644588 26.0456607117128,74.0492049488338 25.9204165710878,73.3982039722712 25.2511050476504,73.0451766285213 25.0300967468691,72.8960067066462 24.8276431335878,72.8844100269588 24.8041445984315,72.8701278003962 24.7213809265565,72.8501082691462 24.6882998718691,72.8215438160213 24.6688296570253,72.6565047535212 24.6272036804629)))
44	Sulaiman Range	ne_mountains	mountain_range_5	300386831;300008795	AF;PK	MULTIPOLYGON(((70.4367781910213 33.4023501648379,70.5079451832088 33.3028018249941,70.5626326832087 33.195624090619,70.5804549488337 33.136297918744,70.5879012378962 33.0092227234316,70.5041610035212 32.4600283874941,70.3698836597712 32.1152407898378,70.3490096363337 31.9409243835879,70.3881942066462 31.6976992859316,70.6186629566463 30.9982363953066,70.6405135425838 30.1886660828066,70.6284285816462 30.1524111999941,70.6069442066463 30.1254946960878,70.5157576832088 30.0532901062441,70.4864608082087 30.0164248718691,70.2851668628963 29.4861514343691,70.2325545582087 29.3909976257754,70.2097274097713 29.2013613953066,70.1949569019588 29.1704776062441,70.1685897144587 29.1441714539004,70.0879012378962 29.0971133484315,70.0180770191462 29.0770938171815,69.9571639332087 29.0802676453066,69.9028426441463 29.1027896179629,69.8530379566463 29.1408145203066,69.5113631519588 29.5791690124941,69.4552108082087 29.700506903119,69.4305526050837 29.7965762390566,69.3834334644587 31.2668521179628,69.3581649097712 31.356268621869,69.3051863941463 32.2936465515565,69.2860213550837 32.3488223328066,69.2539168628962 32.3953921570253,69.0919295582088 32.5534732117129,69.0667830738337 32.6004702820253,69.0485945972712 32.7951724304628,69.0311385425837 32.8590152039003,68.9460555347712 33.0341861023378,68.9317733082087 33.087469793744,68.9250594410212 33.1505191101503,68.9320174488337 33.2147891296815,68.9522811207087 33.2783267273378,68.9762069019587 33.3208682312441,68.9865828785212 33.3279483093691,68.9942733082088 33.3221499695254,69.0472518238337 33.3842227234316,69.3681746753962 33.6392276062441,69.4666854175837 33.688299871869,69.6954451832087 33.7306582703066,69.9220076832088 33.718817449994,70.0374861988338 33.6861636414004,70.2548934253962 33.5710513367129,70.4367781910213 33.4023501648379)))
45	Central Makran	ne_mountains	mountain_range_5	300386831;300008795	IR;PK	MULTIPOLYGON(((64.3582869800838 26.1103579773379,64.0589705738337 26.1049258484316,63.8754988941463 26.1418521179629,63.3349715503963 26.3098819031191,63.1016951832088 26.3665835632753,62.9885360035212 26.4025943054628,62.8791610035212 26.4536196960878,62.6599227222712 26.5998599304628,62.5578719410212 26.6906192078065,62.4826766285213 26.7858950867128,62.4394637378963 27.0262515320254,62.5955916675838 27.1626651062441,62.8457137378962 27.2247988953066,63.7435408863338 27.2785098328066,64.0710555347712 27.334051824994,64.3834334644588 27.4334170593691,64.6901961597712 27.5813052429629,64.9773055347713 27.7541568054628,65.5236922535212 28.1505191101503,65.6478377613338 28.2257144226504,65.7822371753962 28.2669741882753,65.9232283863338 28.2704531921816,66.0671492847713 28.2322451843691,66.0557967457088 27.8800723328066,65.9686385425838 27.5600650085879,65.8214217457087 27.2595278992129,65.6296492847712 26.965643621869,65.5095320972713 26.8267886414003,65.3752547535213 26.715399481244,64.8464461597713 26.3361270203065,64.6141463550838 26.1958682312441,64.3582869800838 26.1103579773379)))
46	Kirthar Range	ne_mountains	mountain_range_5	300386831;300008795	PK	MULTIPOLYGON(((67.2739363941463 25.4287783874941,67.1345320972712 25.4005191101503,67.0061141285212 25.4414736999941,66.9666854175837 25.4918887390566,66.9410506519587 25.5632998718691,66.9251815113338 25.6392276062441,66.8768416675838 26.1308047546815,66.8449813160213 26.2667910828065,66.7826033863338 26.3983828796816,66.6147567066463 26.6319033874941,66.5400496753962 26.7612368835879,66.4718123707088 26.9461734070254,66.4275008472712 27.1372134460878,66.3448592457088 27.9146792664003,66.3480330738338 28.1152407898378,66.3942977222712 28.2899234070253,66.5476180347713 28.3301455749941,66.8228865894587 28.2708194031191,67.0981551441463 28.1618716492128,67.2518416675837 28.0529849304629,67.3067733082087 27.8644473328066,67.3076278003962 27.6470401062441,67.2887069019588 27.4259707703066,67.2848006519588 27.2264468445254,67.4843856128962 25.8540103210879,67.4600936207088 25.6159121765565,67.3928328785212 25.5070254578066,67.2739363941463 25.4287783874941)))
47	Lebanon Mountains	ne_mountains	mountain_range_5	300386831;300008795	LB;SY	MULTIPOLYGON(((35.4575366472728 33.2473121286485,35.4143172535212 33.2335879578065,35.3100692066462 33.3217837585879,35.3497420582087 33.5062930359316,35.4541121753963 33.7049014343691,35.5440779957087 33.8353945984316,35.8769637378963 34.1978213562441,35.9477645191462 34.304754949994,36.0219832691462 34.4419009460878,36.1101180347712 34.5602481140566,36.2221785816462 34.6108462585879,36.3075057300837 34.5809390320253,36.3497420582087 34.5065371765565,36.3576766285212 34.4114444031191,36.3400985035213 34.3195864929629,36.2973738941463 34.2181460632753,36.2425643238337 34.1217105164004,36.1222029957087 33.9357974304628,36.0285750660212 33.807684637494,35.5723983082087 33.3236148132753,35.4929305347713 33.2585513367129,35.4575366472728 33.2473121286485)))
48	Kopet Dag Mountains	ne_mountains	mountain_range_5	300386831;300008795	IR;TM	MULTIPOLYGON(((60.5942488941462 36.2121646179629,60.5561629566463 36.2014834656191,60.4652205738337 36.2105166687441,60.0410262378962 36.3164736999941,59.6361190113337 36.5121524109316,58.7741805347712 37.0549380554629,58.4942733082087 37.2706362976504,57.9159041675838 37.5380313171816,57.7899276050838 37.5791079773378,57.3502303394587 37.6469790710879,57.2038680347712 37.6914126648379,57.0492049488338 37.7559878601504,56.8953963550838 37.8319155945253,56.7583113941462 37.9268862976504,56.5677596363337 38.156073309369,56.4780379566463 38.2078921570254,56.2525740894587 38.2636782898378,56.1112166675837 38.3314273132754,55.9819442066463 38.430731512494,55.6214705738338 38.7448184265566,55.5200301441462 38.8671328796815,55.4626570972712 39.0114199890565,55.4796248707087 39.1856143249941,55.5808211597713 39.3277652039003,55.7304793628963 39.3858096374941,55.9027205738338 39.3833682312441,56.0726424488338 39.3438174499941,56.1630965503962 39.3126284851504,56.3408309253963 39.2336489929628,56.4240828785213 39.1863467468691,56.5011092457087 39.1272647156191,56.6796981128962 38.9236514343691,56.8101912769587 38.8068301453066,56.9504500660212 38.6980044617129,57.0970565113337 38.5982119812441,57.2469588550837 38.5084903015566,57.4090682300837 38.4260928406191,57.5761824878962 38.3612735046816,57.7497664722713 38.3183047546816,57.9314070972712 38.3015200867128,58.0709334644587 38.2979190124941,58.2066756519588 38.2699038757754,58.3597518238338 38.2027652039004,58.8109236988338 37.9452578796816,58.9482528003963 37.8475405945254,59.1867781910213 37.6107852234316,59.3160506519587 37.5024478210878,59.7935897144588 37.2068545593691,60.1989852222712 36.8913638367129,60.4090682300837 36.760077215619,60.5109969410212 36.6832949890566,60.5922957691463 36.5862490906191,60.6518660816462 36.4521548523378,60.6615096363337 36.4019229187441,60.6617537769587 36.3459536804629,60.6514998707087 36.2913272156191,60.6292830738337 36.2450625671816,60.5942488941462 36.2121646179629)))
49	Paropamisus Range	ne_mountains	mountain_range_5	300386831;300008795	AF;TM	MULTIPOLYGON(((61.8711043628963 35.3212344421816,62.0413924488338 35.240301824994,62.2605086597712 35.1751162781191,62.8833113941463 35.0460269226504,63.0822860035212 35.0330874695253,63.7498885425837 35.0479190124941,64.5251570972713 35.1661441101503,65.3769637378963 35.2362124695253,65.6991072925837 35.305731512494,65.7808944019587 35.3049380554629,66.0158797535212 35.2562930359316,66.4757186207088 35.2088687195253,66.5883895191462 35.1864688171816,66.6731063160213 35.1351382507753,66.6751815113337 34.9779116882754,66.5921736988338 34.8679263367128,66.4602156910212 34.7975528015566,66.3153182300838 34.7589785828065,65.7165633472712 34.6530825867129,65.4201766285213 34.5808779968691,65.1359969410213 34.4785830749941,64.8355819019588 34.3917910828066,64.5183211597712 34.3670718445254,63.3181258472712 34.3832461609316,63.1839705738337 34.3642642273378,62.9187117847713 34.3004824890566,62.7887069019588 34.2854678406191,62.6320906910212 34.3073794617129,62.4589949878962 34.3637149109316,62.1344100269588 34.4956118835878,61.9846297535212 34.5689761414004,61.8558455738338 34.6655337585878,61.7403670582087 34.7828433289003,61.5785018238338 34.9899356140566,61.5280867847712 35.0780093445253,61.5030623707088 35.1706607117129,61.5274764332088 35.2560488953066,61.5824080738338 35.2927310242129,61.6591903003963 35.303534246869,61.8230086597713 35.2971255554629,61.8711043628963 35.3212344421816)))
50	Al Hajar Mountains	ne_mountains	mountain_range_5	300386831;300008795	AE;OM	MULTIPOLYGON(((59.1233881101655 23.0612790389671,59.2927352222713 22.8282534851503,59.4285994800837 22.5501162781191,59.4383651050838 22.2723452820253,59.3792830738337 22.193182684369,59.2876082691462 22.2221133484316,59.1706649097713 22.3364321960878,59.0361434253962 22.5136172546815,58.8835555347712 22.654852606244,58.6905623707088 22.7381655945254,58.0463973316462 22.8765322937441,57.8178817066463 22.9058291687441,57.5893660816463 22.898993231244,57.3595076832087 22.8390567078066,57.2187606128963 22.7781436218691,57.0798445972713 22.7324282898378,56.9503279957088 22.7412783874941,56.8383895191462 22.844061590619,56.7797957691463 22.9637515320253,56.6945906910212 23.202460028119,56.6287947925837 23.3193423523379,56.5136824878962 23.4608828796816,56.2680770191463 23.7310244812441,56.1582137378963 23.8788516296816,56.0218611988337 24.0947329773378,55.9129744800837 24.3130557312441,55.8619490894587 24.5443179382754,55.8995467457088 24.7992617859316,55.9394637378962 24.8834292664003,56.0349227222712 25.0315005554628,56.0673934253963 25.1171939148379,56.0865584644588 25.2341983093691,56.0937606128962 25.3524844421816,56.0766707691463 25.7412173523379,56.0780135425837 25.8623721374941,56.0998641285212 25.9530703796816,56.1463729175838 26.0358340515566,56.2212020191462 26.1328799499941,56.2725936207087 26.1576602234316,56.3181258472713 26.1245791687441,56.3512069019588 26.0665347351503,56.3652449878963 26.0162417664004,56.3595076832088 25.938544012494,56.3192244800837 25.7732608093691,56.3082381519587 25.6927554382754,56.3144637378962 25.6204898132753,56.3643904957088 25.414129949994,56.3590194019588 25.0777652039003,56.3797713550837 24.9256655945253,56.4638778003962 24.7700869812441,56.7133895191462 24.4533145203066,56.8471785816462 24.3060366882753,57.0539656910213 24.1217715515566,57.1877547535212 23.9730899109316,57.3805037769588 23.8482119812441,57.6040145191462 23.7724673523378,58.5699569019588 23.5850283874941,58.7434188160213 23.541571356244,58.8255721363337 23.5061709656191,58.8653670582087 23.4616153015566,58.9348250660213 23.3207461609316,59.1233881101655 23.0612790389671)))
51	Tuwayq Mountains	ne_mountains	mountain_range_5	300386831;300008795	SA	MULTIPOLYGON(((45.9483748707087 20.3883731140566,45.7166854175838 20.3564517273379,45.5467635425838 20.4231021179628,45.4415389332087 20.6632754578066,45.5118514332088 21.1012637390566,45.9774276050838 22.4252993835878,46.1587020191462 23.1590029968691,46.1684676441463 23.7897403015566,46.0772811207088 24.2872378601504,45.8724471363338 24.8500430359316,45.8536483082088 25.0464541687441,45.9073592457088 25.2025820984316,46.0420028003963 25.3102481140566,46.2690535816463 25.2904116882754,46.5506697925837 25.1030337585878,46.8200789722712 24.7985903992129,47.0107528003963 24.4275576843691,47.0542098316462 23.8408267273379,46.9543563160212 22.9796817078065,46.7534285816463 22.0297305359315,46.4941512378963 21.1765811218691,46.2160750660212 20.6260440124941,45.9483748707087 20.3883731140566)))
52	Taurus Mountains	ne_mountains	mountain_range_5	300386831;300008795	TR	MULTIPOLYGON(((35.0553084644588 37.6919009460879,35.0452986988338 37.4828555359316,34.9902449878963 37.2630069031191,34.8343611988337 37.0260073914004,34.5345565113337 36.7530581726503,34.1251326832087 36.4941470398379,33.6407576832087 36.2990786804628,33.2193709644588 36.1688296570253,32.9181014332088 36.1029727234316,32.6504012378963 36.1496035828066,32.3298445972712 36.3569400085879,31.9768172535213 36.6181094421816,31.6887313160213 36.7979190124941,31.3490096363338 36.9789492859315,31.2888289722712 37.0533511414003,31.2718611988338 37.1603457703066,31.3274031910212 37.301581121869,31.4427596363338 37.4651553406191,31.5852156910212 37.6124331726504,31.7530623707087 37.7055117859316,31.9443465503962 37.7064273132753,32.4792586597712 37.5593936218691,32.8442488941462 37.5084903015566,33.2744246753962 37.5136172546816,33.5661727222712 37.549627996869,33.7970076832088 37.5941226257754,34.2382918628963 37.7064273132753,34.7663680347712 37.7743594421816,34.8745223316462 37.8028018249941,35.0036727222712 37.8214785828066,35.0553084644588 37.6919009460879)))
53	Böhmerwald	ne_mountains	mountain_range_5	300386831;300008795	AT;CZ;DE	MULTIPOLYGON(((14.0020858082088 48.4682681335878,13.9365340503962 48.4315860046816,13.8523055347713 48.4328677429628,13.7209578785213 48.4767520203066,13.4760848316462 48.6063296570253,12.5847274097713 49.1886660828066,12.4532576832088 49.3030459656191,12.3493758472713 49.4359805359316,12.3084822925838 49.5804507507753,12.3657332691462 49.7294375671816,12.4852401050837 49.7989566101504,12.6527205738338 49.8140322937441,12.8256942066462 49.7919375671815,12.9611922535213 49.7499453796816,13.0809432300838 49.6760318054629,13.6986190113338 49.2215640320253,14.0769149097712 48.8875186218691,14.1368514332088 48.8172061218691,14.1598006519587 48.727362371869,14.1413680347712 48.6303164734316,14.0769149097712 48.5383975281191,14.0020858082088 48.4682681335878)))
54	Transylvanian Alps	ne_mountains	mountain_range_5	300386831;300008795	RO;RS	MULTIPOLYGON(((26.1414901050838 45.0369326843691,25.6469832691462 45.0177066101504,25.2951766285212 45.0331485046816,25.0481063160213 45.0263736023378,23.8772078785213 44.8629214539004,23.6655379566462 44.8212954773378,23.4506942066462 44.755682684369,22.9818221363338 44.6533267273379,22.3346053394587 44.6248233093691,21.7898055347713 44.7692324890565,21.6279403003963 45.1857363953066,21.6753035816462 45.3118350281191,21.7563582691463 45.4202945007753,21.8645125660212 45.512518621869,21.9931746753962 45.5897891296816,22.1916610035213 45.6740786804628,22.3997908863338 45.736151434369,22.6002303394588 45.7794863953066,22.7762557300837 45.8075015320253,25.5573836597713 45.9568545593691,26.0450545582087 45.9413516296816,26.2490340503962 45.8950869812441,26.4567977222713 45.7926089539003,26.6258651050838 45.642401434369,26.7136336597713 45.4530703796816,26.5673934253962 45.1593081726503,26.1414901050838 45.0369326843691)))
55	Tatra Mountains	ne_mountains	mountain_range_5	300386831;300008795	CZ;PL;SK;UA	MULTIPOLYGON(((23.0218611988338 49.1788394226503,23.0561629566463 49.0122744812441,22.9875594410212 48.9129092468691,22.8545028003963 48.8692080749941,22.6949569019588 48.8698794617129,22.5409041675838 48.8966128601504,22.0981551441463 49.0172183289004,21.9217635425837 49.0513369812441,21.7441512378963 49.0663516296816,20.2605086597713 49.0954653992128,19.8946639332088 49.0706240906191,19.0798445972713 48.8786685242129,18.6585799488338 48.8202578796816,18.2839461597712 48.8891665710879,18.1836043628963 48.9520938171816,18.1052352222712 49.0336367859316,18.0485945972712 49.1296450867128,18.0131942066462 49.2361514343691,18.0008651050838 49.3165957703066,17.9991561207088 49.3988711609316,18.0080672535212 49.4813906921816,18.0273543628963 49.5626895203066,18.1478377613338 49.7877871765566,18.3243514332088 49.9123599304629,18.5432235035213 49.975897528119,18.7909041675838 50.0178897156191,19.3097029957088 50.0672061218691,19.7683211597713 50.0466983093691,21.5661727222713 49.849920965619,22.0180770191462 49.7479922546816,22.4814559253962 49.5564028992128,22.7840682300837 49.4002139343691,22.9255477222713 49.2997500671815,23.0218611988338 49.1788394226503)))
56	Pindus Mountains	ne_mountains	mountain_range_5	300386831;300008795	AL;GR;MK	MULTIPOLYGON(((21.6933699878963 38.4628360046816,21.5068465503963 38.4508731140566,21.3338729175838 38.4739444031191,21.1947127613338 38.5491397156191,21.0982772144588 38.6732852234316,20.9571639332088 38.9565493835879,20.8857528003962 39.0700747742128,20.8093367847713 39.1709048523378,20.7235213550838 39.2633731140565,20.4387313160213 39.5070864929629,20.2785750660212 39.6641909851504,20.1450301441463 39.8411319031191,20.0393172535213 40.0560977234316,19.9918319019588 40.1928164734316,19.9550887378962 40.3331362976503,19.9338485035213 40.4768130554629,19.9439803394588 40.9124209656191,19.9372664722713 41.1038272156191,19.9461776050838 41.1913516296816,19.9681502613337 41.2760073914003,20.0062361988338 41.3529116882753,20.0631209644587 41.4174258484316,20.1178084644588 41.4562442078065,20.1765242847712 41.4834658874941,20.2403670582088 41.4997012390566,20.3109236988338 41.5055606140565,20.4033309253963 41.4877993835879,20.4642440113337 41.4383609070253,21.0697127613338 40.2704531921815,21.2346297535212 40.0261904968691,21.4514266285213 39.8054873718691,21.7043563160213 39.593817449994,21.8193465503963 39.4782778992128,21.9207869800837 39.3465029968691,22.0267440113337 39.1715762390566,22.1082869800837 38.9763247742128,22.1208602222712 38.7810122742128,22.0195418628963 38.6059024109316,21.8715926441462 38.5133731140566,21.6933699878963 38.4628360046816)))
57	Calabria	ne_mountains	mountain_range_5	300386831;300008795	IT	MULTIPOLYGON(((16.7075301441462 40.088202215619,16.5736190113337 39.8590762390566,16.5553084644587 39.7721011414003,16.5947371753963 39.7017886414003,17.0390731128963 39.5036685242129,17.1416121753963 39.4328677429628,17.1784774097713 39.392401434369,17.2030135425838 39.3450991882753,17.2136336597712 39.2877261414003,17.2154647144587 39.2049014343691,17.2104598316463 39.1169497742129,17.1938582691463 39.0316836609316,17.1604110035213 38.9569155945254,17.1336776050838 38.9419619812441,17.0926619800838 38.8715274109316,17.0516463550838 38.8566348328065,16.9051619800838 38.8547427429628,16.8342391285213 38.845770574994,16.7102156910212 38.8159854187441,16.6533309253963 38.7952334656191,16.6041365894587 38.7648989929628,16.5775252613338 38.7226626648378,16.5771590503962 38.7008731140566,16.6095076832087 38.5808169617129,16.6123153003963 38.4918887390566,16.6019393238338 38.4308535828066,16.5594588550838 38.3837954773378,16.3571883472713 38.278143621869,16.2706404957087 38.2034976257753,16.2292586597712 38.1439273132754,16.2003279957088 38.0770938171815,16.1667586597713 37.9466006531191,16.1369735035213 37.9077822937441,16.0922957691463 37.8832461609316,16.0315047535213 37.8695132507753,15.6812850269587 37.8690860046816,15.6462508472713 37.8860537781191,15.6007186207088 37.9509951843691,15.5857039722713 38.0325991882753,15.5889998707088 38.1185977234316,15.6070662769588 38.2495181335878,15.6230574878963 38.2838198914004,15.6507674488337 38.3085391296816,15.7915145191462 38.3856875671816,15.8333846363337 38.4213320984316,15.8635360035212 38.4660098328065,15.8675643238338 38.5047061218691,15.8239852222713 38.6173159851504,15.8300887378963 38.6583926453066,15.8490096363338 38.6950747742128,15.8779403003962 38.7242495789004,15.9138289722713 38.7425601257754,16.0710555347712 38.7778384460879,16.1336776050838 38.816961981244,16.1562606128963 38.8936221374941,16.1421004566462 38.9346987976504,16.0770369800838 38.9950625671816,16.0495711597713 39.0286929382753,16.0322371753962 39.0686709656191,16.0101424488338 39.1577822937441,15.9978133472712 39.3010318054629,15.9694930347712 39.3967349304628,15.9484969410212 39.4292666687441,15.8659774097713 39.4984805359316,15.8022567066463 39.5699527039004,15.7570906910212 39.6628482117129,15.7308455738338 39.7638613953065,15.7233992847713 39.9377505554628,15.7304793628962 39.9767520203066,15.7515975269588 40.004950262494,15.7978621753963 40.0209414734316,15.9718123707088 40.0238711609316,16.1063338550837 40.0390078796815,16.2276717457088 40.0789859070253,16.4834090503962 40.200262762494,16.5383406910212 40.2144839539003,16.6109725269588 40.2178408874941,16.6798201832088 40.2041079773378,16.7233992847713 40.1672427429629,16.7246199878962 40.1312320007753,16.7075301441462 40.088202215619)))
58	Harz	ne_mountains	mountain_range_5	300386831;300008795	DE	MULTIPOLYGON(((11.3204451832088 51.3864199890566,11.0839949878962 51.2824160828066,10.7561141285212 51.2956607117129,9.97938073008376 51.4718692078066,9.69214928477126 51.6250064148378,9.58216393320873 51.8860537781191,9.61597740977129 52.0321109070253,9.71644127695873 52.1318423523379,9.89039147227123 52.1751162781191,10.1450301441462 52.1518008484315,10.9452010425838 52.0029361023378,11.3504744800837 51.8709170593691,11.5179549488338 51.6907412781191,11.4650985035212 51.5437686218691,11.3204451832088 51.3864199890566)))
59	Vosges	ne_mountains	mountain_range_5	300386831;300008795	DE;FR	MULTIPOLYGON(((7.14197838633373 47.8792178406191,6.88343346445871 47.8114688171816,6.65064537852123 47.8961856140566,6.52955162852123 48.0726992859316,6.52247155039623 48.3137271179629,6.63209069102126 48.5919863953066,6.86951744883373 48.9253604187441,7.54481041758373 49.6900088562441,7.67115319102129 49.7629458679628,7.85071862070879 49.8173281921816,8.02295983164629 49.8146426453065,8.12696373789626 49.7164370789003,8.15540612070876 49.5560366882753,8.13685143320873 49.3956362976504,8.06373131602123 49.2401797546816,7.92847740977123 49.0946719421816,7.60938561289623 48.8615176453066,7.50623619883376 48.7393252624941,7.45081627695876 48.3472354187441,7.33484948008376 48.0859439148378,7.14197838633373 47.8792178406191)))
60	Sudetes Mountains	ne_mountains	mountain_range_5	300386831;300008795	CZ;DE;PL	MULTIPOLYGON(((17.2829695972712 49.9101016296815,17.1624861988338 49.9016787781191,17.1128035816463 49.9124209656191,16.9937850269588 49.9479434265566,16.8498641285213 50.0132510437441,16.7258406910212 50.1133486999941,16.6082869800838 50.2363345398379,16.4497176441463 50.3630435242129,16.2440291675837 50.4872500671816,15.9851180347712 50.6027896179628,15.7531844410212 50.6811587585878,15.5415145191463 50.7279727234315,14.6590682300838 50.7964541687441,14.4388533863337 50.8293521179628,14.3005477222712 50.8845278992129,14.2255965503962 50.9732119812441,14.1936141285213 51.078924871869,14.1938582691463 51.186590887494,14.2397567066463 51.2702700867129,14.3446151050837 51.3039614929629,15.3731795582088 51.1666934265566,16.0785018238337 51.0192935242129,16.5803328785213 50.8409487976504,17.1756697925838 50.5036074890566,17.3877059253962 50.3535220398379,17.4931746753962 50.2059390320253,17.4842635425838 50.0709292664004,17.4022322925838 49.9694278015566,17.2829695972712 49.9101016296815)))
